POLY_NO,CUST_ID,CUST_ROLE,GOOD_CLSF_CDNM,CNTT_YM,CLLT_FP_PRNO,REAL_PAYM_TERM,SALE_CHNL_CODE,CNTT_STAT_CODE,EXPR_YM,PAYM_CYCL_CODE,MAIN_INSR_AMT,SUM_ORIG_PREM,MNTH_INCM_AMT
69794,14285,1,보장,199809,27433,10,1,B,204009,1,33000000,52790,0
69795,6787,1,일반저축,199809,23320,3,1,B,200309,1,10000000,244000,0
69796,6799,1,일반저축,199809,27307,3,1,B,200309,1,8281573,200000,0
69797,13496,1,일반저축,199809,21275,2,1,B,200009,1,8160000,340000,0
69798,20169,1,일반저축,199809,27565,3,1,E,200309,1,14389234,350000,0
69799,14069,0,일반저축,199809,24832,10,1,B,200809,1,22000000,255960,0
69800,14069,0,일반저축,199809,24832,10,1,B,200809,1,15400000,253082,0
69801,2813,1,일반저축,199809,23538,5,1,B,200309,1,27800000,500122,0
69802,15731,1,일반저축,199809,22955,3,1,B,200109,1,10800000,300000,0
69803,13471,1,일반저축,199809,22996,3,1,B,200309,1,8281573,200000,0
69804,13471,1,일반저축,199809,22996,0,1,B,200109,0,2000000,2000000,0
69805,2992,1,보장,199809,21234,10,1,B,201809,1,20000000,50100,0
69806,6854,1,보장,199809,24677,10,1,2,201909,1,20000000,55100,0
69807,18068,1,보장,199809,27515,10,1,2,202509,1,20000000,36500,0
69808,8137,2,어린이,199809,27457,5,1,2,201809,1,10000000,47600,0
69809,2686,1,보장,199809,27713,10,1,2,202609,1,20000000,54300,0
69810,930,1,암,199809,27706,10,1,B,203909,1,20000000,38800,0
69811,7153,0,일반저축,199809,21935,3,1,B,200309,1,20704000,502502,0
69812,15928,1,보장,199809,27837,15,1,3,202009,1,12000000,34620,0
69813,13400,1,일반저축,199809,27850,3,1,B,200309,1,12422360,300000,0
69814,12131,1,일반저축,199809,27865,3,1,A,200309,1,4140787,100000,0
69815,327,0,보장,199809,27864,20,1,1,201809,1,20000000,72600,0
69816,14140,1,암,199809,22855,5,1,B,203509,1,30000000,107200,0
69817,21038,1,보장,199809,27911,10,1,2,202909,1,30000000,47500,0
69818,18386,21,보장,199809,28048,10,1,B,201809,1,20000000,66500,0
69819,96,0,보장,199809,28064,10,1,2,201809,1,20000000,58900,0
69820,96,1,암,199809,28064,10,1,B,201609,1,20000000,66000,0
69821,96,0,일반연금,199809,28064,22,1,J,999912,1,10000000,200000,0
69822,7513,1,보장,199809,21984,10,1,2,203509,1,20000000,33000,0
69823,15663,1,일반저축,199809,22880,3,1,B,200309,1,10510000,253816,0
69824,10136,1,암,199809,28257,10,1,2,205209,1,20000000,25200,0
69825,646,21,보장,199809,28506,10,1,2,201809,1,20000000,55900,0
69826,18058,1,보장,199809,28524,10,1,2,202809,1,20000000,50100,0
69827,19030,1,암,199809,28665,5,1,2,204109,1,20000000,48300,0
69828,9054,0,보장,199809,28596,10,1,B,202109,1,20000000,46100,0
69829,21157,0,일반저축,199809,25366,5,1,B,200309,1,40000000,304400,0
69830,18199,2,보장,199809,26879,10,1,B,201809,1,10000000,29500,0
69831,11210,1,일반저축,199809,25514,2,1,B,200009,1,12000000,500000,0
69832,16344,1,보장,199809,25515,10,1,2,202409,3,10000000,67300,0
69833,18756,2,보장,199809,22140,10,1,B,201809,1,20000000,52100,0
69834,6815,0,보장,199809,29084,10,1,B,201809,1,20000000,69400,0
69835,6815,1,보장,199809,29084,15,1,B,202209,1,20000000,60400,0
69836,6815,0,보장,199809,29084,15,1,B,202109,1,20000000,95100,0
69837,11294,0,보장,199809,29124,5,1,2,201809,1,20000000,47700,0
69838,12136,1,암,199809,29183,10,1,B,204209,1,20000000,35200,0
69839,12136,0,암,199809,29183,10,1,B,204209,1,30000000,47200,0
69840,11546,1,보장,199809,29186,10,1,2,202409,1,20000000,58600,0
69841,11546,1,보장,199809,29186,5,1,2,201809,1,10000000,23000,0
69842,657,2,보장,199809,29222,5,1,I,201809,1,20000000,52620,0
69843,13435,1,보장,199809,29342,10,1,B,201809,1,20000000,34400,0
69844,16454,0,일반저축,199809,29406,5,1,B,200309,1,8337966,150000,0
69845,7832,1,보장,199809,147,5,1,B,201809,1,20000000,50260,0
69846,9475,1,보장,199809,22687,10,1,2,201809,1,10000000,13900,0
69847,7860,2,보장,199809,25962,10,1,B,201809,1,20000000,26800,0
69848,15758,1,보장,199809,27478,5,1,B,200809,1,10000000,22100,0
69849,21485,21,보장,199809,23422,10,1,B,201809,1,40000000,98900,0
69850,20881,1,암,199809,22735,15,1,B,202909,1,30000000,39000,0
69851,20881,1,보장,199809,22735,10,1,B,202909,1,24000000,32880,0
69852,16562,1,일반저축,199809,26094,5,1,A,200309,1,3000000,50000,0
69853,18511,1,보장,199809,22318,10,1,B,203009,1,20000000,59700,0
69854,18511,1,일반저축,199809,22318,5,1,B,200309,1,33352000,601703,0
69855,4893,1,보장,199809,20867,15,1,B,201809,1,20000000,29000,0
69856,13634,1,일반저축,199809,27838,2,1,J,200009,1,24000000,1000000,0
69857,18353,1,일반연금,199809,27884,10,1,B,204109,1,50000000,335800,0
69858,20692,1,보장,199809,24989,10,1,B,202409,1,20000000,39500,0
69859,5186,1,일반저축,199809,23400,3,1,B,200309,1,6149068,150000,0
69860,15748,1,일반저축,199809,24046,2,1,B,200009,1,3600000,150000,0
69861,18521,1,암,199809,27955,15,1,2,203509,1,20000000,42500,0
69862,18521,0,보장,199809,27955,15,1,2,202209,1,20000000,79900,0
69863,7702,1,일반저축,199809,27970,3,1,E,200309,1,8281573,200000,0
69864,6849,1,일반저축,199809,27977,5,1,B,200309,1,18000000,300000,0
69865,10204,21,보장,199809,27272,10,1,B,201809,1,20000000,53500,0
69866,6858,1,보장,199809,24204,15,1,2,202609,1,20000000,44800,0
69867,4962,1,일반저축,199809,26377,3,1,B,200309,1,20703934,500000,0
69868,18328,1,보장,199809,22378,10,1,J,202009,1,20000000,44500,0
69869,7811,1,일반저축,199809,22378,3,1,B,200309,1,6625259,160000,0
69870,19210,21,보장,199809,24219,10,1,2,201809,1,20000000,40400,0
69871,20864,21,보장,199809,24236,10,1,2,201904,1,20000000,40400,0
69872,11995,2,보장,199809,26435,10,1,2,201809,1,20000000,50900,0
69873,559,2,보장,199809,28272,10,1,2,201809,1,20000000,53500,0
69874,559,0,보장,199809,28272,15,1,B,201309,1,10000000,24900,0
69875,11472,1,보장,199809,28288,22,1,B,202009,1,10000000,41300,0
69876,20212,1,보장,199809,28295,15,1,2,203009,1,20000000,37600,0
69877,9216,21,암,199809,25213,15,1,3,202509,1,30000000,98100,0
69878,14862,2,어린이,199809,22907,10,1,2,201609,1,10000000,32700,0
69879,11190,1,보장,199809,28341,30,1,1,202809,1,20000000,39700,0
69880,6907,1,보장,199809,28355,10,1,B,201809,1,30000000,38900,0
69881,10299,2,어린이,199809,28372,5,1,2,201909,1,8000000,39340,0
69882,10299,21,보장,199809,28372,20,1,B,201809,1,20000000,39000,0
69883,6788,1,일반저축,199809,25022,5,1,B,200309,1,16675931,300000,0
69884,4828,0,일반저축,199809,20932,5,1,I,200309,1,11117000,202395,0
69885,6864,1,보장,199809,28531,10,1,B,201809,1,10000000,13000,0
69886,5113,1,보장,199809,28547,10,1,B,201809,1,20000000,32100,0
69887,21601,2,어린이,199809,28642,10,1,B,201709,1,10000000,32000,0
69888,15630,1,보장,199809,25381,20,1,B,201809,1,20000000,32100,0
69889,302,1,일반저축,199809,21706,5,1,B,200309,1,5558644,100000,0
69890,9735,1,암,199809,28713,5,1,2,203209,1,20000000,64400,0
69891,7312,2,일반저축,199809,28731,5,1,B,200309,1,11673152,210000,0
69892,7312,2,일반저축,199809,28731,5,1,B,200309,1,16675931,300000,0
69893,13505,1,보장,199809,28753,5,1,B,201809,1,10000000,23000,0
69894,525,2,일반저축,199809,28757,5,1,B,200309,1,10000000,182300,0
69895,26,1,일반저축,199809,26772,2,1,B,200009,1,2400000,100000,0
69896,20391,1,일반저축,199809,28807,2,1,B,200009,1,24000000,1000000,0
69897,9895,1,일반저축,199809,20821,2,1,B,200009,1,7200000,300000,0
69898,13697,1,암,199809,25468,10,1,B,201609,1,20000000,66000,0
69899,581,2,보장,199809,22526,10,1,B,203009,1,20000000,72500,0
69900,10143,1,일반저축,199809,22107,2,1,B,200009,1,4800000,200000,0
69901,16963,21,보장,199809,22540,10,1,B,201809,1,20000000,32600,0
69902,6861,1,일반저축,199809,28904,2,1,B,200009,1,1200000,50000,0
69903,5764,1,보장,199809,25503,5,1,B,205209,1,26000000,42540,0
69904,3429,1,일반저축,199809,22546,3,1,B,200309,1,12422360,300000,0
69905,7820,1,보장,199809,29011,5,1,B,201809,1,20000000,39700,0
69906,7820,1,보장,199809,29011,5,1,B,204609,1,20000000,51100,0
69907,3717,2,어린이,199809,25549,10,1,2,201609,1,10000000,32900,0
69908,17975,0,보장,199809,22146,10,1,B,200809,1,10000000,26300,0
69909,18092,1,일반저축,199809,21184,5,1,B,200309,1,8337966,150000,0
69910,4656,0,어린이,199809,21786,5,1,B,200409,1,10000000,94400,0
69911,20150,0,보장,199809,23785,20,1,I,201809,1,20000000,44400,0
69912,13696,1,보장,199809,22586,10,1,B,201809,1,20000000,40400,0
69913,9885,21,교육,199809,20442,5,1,2,202103,1,20000000,163250,0
69914,3718,2,어린이,199809,20599,5,1,2,202009,1,10000000,47900,0
69915,6771,1,일반저축,199809,22186,3,1,B,200109,1,7200000,200000,0
69916,460,1,일반저축,199809,24788,5,1,B,200309,1,12230000,220017,0
69917,3658,2,어린이,199809,23228,5,1,B,201709,1,10000000,48100,0
69918,11577,1,일반저축,199809,27226,5,1,B,200309,1,5558644,100000,0
69919,15711,1,일반저축,199809,25775,3,1,B,200309,1,12422360,300000,0
69920,11319,1,일반저축,199809,21819,5,1,B,200309,1,11117287,200000,0
69921,2941,1,일반저축,199809,27247,5,1,B,200309,1,11673000,211697,0
69922,9471,1,보장,199809,108,26,1,1,202409,1,40000000,35200,0
69923,20428,1,암,199809,24006,10,1,2,201609,1,20000000,81000,0
69924,21341,1,암,199809,25993,10,1,2,204909,1,30000000,35400,0
69925,4547,1,일반저축,199809,99999999,5,1,A,200309,1,2000000,29176,0
69926,2454,2,보장,199809,22937,12,1,A,201009,1,20000000,125700,0
69927,11220,1,보장,199809,27871,20,1,1,201809,1,10000000,55100,0
69928,14742,2,어린이,199809,27900,5,1,B,201309,1,10000000,51000,0
69929,9908,1,보장,199809,24178,10,1,2,204209,1,20000000,37700,0
69930,7495,1,일반저축,199809,28122,3,1,A,200309,1,10202899,250000,0
69931,12507,21,보장,199809,28291,10,1,B,201809,1,20000000,32200,0
69932,581,2,일반연금,199809,22526,10,1,B,999912,1,10000000,150000,0
69933,4573,0,어린이,199809,29221,5,1,B,201309,1,10000000,51000,0
69934,15610,1,일반저축,199809,119,0,1,B,200009,0,3000000,3000000,0
69935,20443,1,보장,199809,21961,10,1,B,201809,1,20000000,62900,0
69936,3077,0,보장,199809,26368,10,1,B,201809,1,20000000,37200,0
69937,6907,0,어린이,199809,28355,10,1,B,201509,1,10000000,35800,0
69938,18302,1,보장,199809,28495,10,1,J,201809,1,20000000,69600,0
69939,9220,2,보장,199809,22105,1,1,J,199909,1,10000000,19100,0
69940,65,2,보장,199809,22590,10,1,2,201809,1,20000000,40360,0
69941,5001,1,일반저축,199809,22185,0,1,I,200809,0,12806146,8000000,0
69942,390,0,보장,199809,22435,5,1,2,205309,1,20000000,36700,0
69943,20605,1,보장,199809,24797,10,1,B,202609,1,20000000,76100,0
69944,18277,0,일반저축,199809,22428,5,1,B,200309,1,10000000,182300,0
69945,8053,21,보장,199809,25267,5,1,2,201809,1,20000000,61340,0
69946,4828,1,보장,199809,20932,10,1,2,201909,1,20000000,71700,0
69947,2248,1,보장,199809,24408,15,1,B,203109,1,20000000,51600,0
69948,7404,0,어린이,199809,23,10,1,2,201809,0,10000000,2104900,0
69949,11874,1,암,199809,18,31,1,B,202909,1,12000000,18120,0
69950,21068,2,암,199809,23878,15,1,2,204009,1,24600000,55044,0
69951,18648,0,어린이,199809,22266,5,1,I,201509,1,10000000,47720,0
69952,18648,1,보장,199809,22266,10,1,B,203409,1,20000000,66600,0
69953,11222,0,보장,199809,22288,10,1,B,203509,1,20000000,57300,0
69954,15612,1,일반저축,199809,24128,5,1,B,200309,1,83380000,1500006,0
69955,15623,1,보장,199809,21072,10,1,2,202809,0,20000000,2517900,0
69956,4569,0,보장,199809,21613,5,1,B,204709,1,20000000,41100,0
69957,4,0,일반저축,199809,21331,3,1,J,200109,1,1800000,50000,0
69958,4788,1,보장,199809,22400,10,1,B,201109,1,20000000,69100,0
69959,4688,1,일반저축,199809,28250,2,1,B,200009,1,4800000,200000,0
69960,20285,0,어린이,199809,28266,10,1,B,200809,1,10000000,51500,0
69961,14170,0,어린이,199809,25009,10,1,B,201509,0,10000000,2132600,0
69962,14170,0,어린이,199809,25009,10,1,B,201709,0,10000000,2119800,0
69963,3690,21,보장,199809,25011,10,1,B,201809,1,20000000,30600,0
69964,20986,1,일반연금,199809,28374,10,1,J,205709,1,110000000,418550,0
69965,2300,1,일반연금,199809,28379,5,1,I,999912,1,6000000,298478,0
69966,20920,1,보장,199809,24341,5,1,2,203609,1,20000000,31800,0
69967,20182,1,일반저축,199809,25283,5,1,B,200309,1,5600000,100744,0
69968,1399,21,보장,199809,25291,10,1,B,201809,1,20000000,53000,0
69969,21355,1,보장,199809,26573,10,1,B,204409,1,20000000,32200,0
69970,18302,1,보장,199809,28495,10,1,B,201809,1,20000000,72500,0
69971,3063,0,어린이,199809,23626,10,1,2,201609,1,10000000,33200,0
69972,18046,0,암,199809,23655,10,1,B,204309,1,20000000,28000,0
69973,20472,1,암,199809,26763,10,1,E,202009,1,30000000,146100,0
69974,11422,2,보장,199809,23733,10,1,2,201709,1,20000000,64700,0
69975,11422,2,보장,199809,23733,10,1,2,201809,1,10000000,13900,0
69976,7714,0,어린이,199809,28847,5,1,I,201509,1,10000000,50100,0
69977,253,0,일반저축,199809,26881,3,1,J,200309,1,10000000,241500,0
69978,15756,0,어린이,199809,29110,5,1,B,201309,1,10000000,48800,0
69979,9012,0,보장,199809,25563,10,1,B,201809,1,26000000,32560,0
69980,5765,1,일반연금,199809,25583,10,1,B,206709,1,50000000,93500,0
69981,2562,0,보장,199809,24613,5,1,B,203509,1,20000000,42000,0
69982,2562,1,보장,199809,24613,5,1,B,201809,1,10000000,23000,0
69983,11242,1,보장,199809,27103,10,1,J,201809,1,20000000,27000,0
69984,3027,0,보장,199809,27231,5,1,B,201809,1,10000000,28850,0
69985,7434,1,암,199809,23999,15,1,2,203309,1,30000000,58400,0
69986,18672,0,어린이,199809,23432,5,1,A,201409,1,6000000,30540,0
69987,3632,2,어린이,199809,27656,5,1,B,201309,1,10000000,50100,0
69988,10334,2,어린이,199809,24227,0,1,2,202209,0,10000000,2209500,0
69989,9080,0,보장,199809,24348,10,1,B,203209,1,20000000,65800,0
69990,5593,1,보장,199809,23292,10,1,B,204509,1,20000000,23200,0
69991,7000,1,보장,199809,27607,10,1,A,201209,1,10000000,49300,0
69992,5258,21,보장,199809,27718,10,1,B,201809,1,20000000,63600,0
69993,11494,1,보장,199809,26188,10,1,2,202209,1,20000000,55400,0
69994,4554,0,보장,199809,24860,10,1,2,201809,1,10000000,29500,0
69995,1467,2,어린이,199809,25109,5,1,A,201409,1,10000000,48100,0
69996,14272,1,암,199809,28074,10,1,2,204909,1,20000000,40300,0
69997,390,1,일반저축,199809,22435,5,1,B,200309,1,3000000,50000,0
69998,390,1,일반저축,199809,22435,0,1,B,200309,0,1000000,1000000,0
69999,13863,21,보장,199809,21974,20,1,2,201809,0,20000000,3078100,0
70000,883,21,일반연금,199809,22035,29,1,1,999912,1,25000000,85000,0
70001,18709,1,보장,199809,26813,10,1,B,201809,1,10000000,13000,0
70002,5281,1,일반저축,199809,25515,5,1,B,200309,1,17787660,320000,0
70003,11533,1,보장,199809,25676,10,1,2,202409,1,20000000,34600,0
70004,5001,1,일반저축,199809,22185,0,1,A,200309,0,21382942,8000000,0
70005,7352,1,보장,199809,21486,15,1,B,203109,1,20000000,30600,0
70006,5002,1,보장,199809,20411,15,1,2,202809,1,10000000,23550,0
70007,11522,1,일반저축,199809,22028,5,1,B,200309,1,12840467,231000,0
70008,21539,2,어린이,199809,10,10,1,B,201509,1,10000000,33600,0
70009,10274,21,보장,199809,28869,5,1,2,201809,1,20000000,67300,0
70010,14159,2,일반저축,199809,28933,5,1,B,200309,1,10983880,200000,0
70011,11242,1,보장,199809,27103,10,1,B,201809,1,20000000,33100,0
70012,11555,1,보장,199809,26079,5,1,2,202409,1,20000000,88800,0
70013,11738,2,보장,199809,23395,10,1,2,201809,3,20000000,153100,0
70014,14861,2,어린이,199809,25236,5,1,B,201609,1,10000000,48400,0
70015,16998,2,어린이,199809,22944,10,1,B,201609,1,10000000,34500,0
70016,2260,1,보장,199809,23011,10,1,2,202709,1,20000000,31400,0
70017,9220,2,보장,199809,22105,1,1,4,199909,1,10000000,19100,0
70018,21114,1,일반저축,199809,26894,3,1,B,200309,1,4140787,100000,0
70019,20271,1,일반저축,199809,24007,10,1,B,200809,1,6600000,55000,0
70020,13401,0,어린이,199809,27470,5,1,B,201309,1,10000000,51000,0
70021,10051,1,보장,199809,27626,5,1,B,201809,1,20000000,39300,0
70022,13989,2,보장,199809,22796,15,1,B,202609,1,20000000,31400,0
70023,7372,2,보장,199809,24957,10,1,B,201809,1,20000000,43400,0
70024,1469,2,어린이,199809,24125,10,1,2,201809,1,5000000,17300,0
70025,2457,1,보장,199809,21542,13,1,B,201109,1,20000000,105400,0
70026,21124,0,보장,199809,26204,10,1,B,201809,1,20000000,49400,0
70027,21124,0,어린이,199809,26204,5,1,B,202209,1,10000000,48600,0
70028,12131,1,보장,199809,27865,10,1,2,201809,1,20000000,35000,0
70029,6889,2,보장,199809,22662,10,1,B,201809,1,20000000,29900,0
70030,20278,1,보장,199809,26272,20,1,B,201809,1,10000000,12000,0
70031,5565,1,보장,199809,21071,10,1,2,204409,1,20000000,19200,0
70032,20641,1,보장,199809,22355,29,1,B,202709,1,20000000,55500,0
70033,96,0,일반연금,199809,28064,10,1,B,999912,1,10000000,200000,0
70034,300,1,보장,199809,22037,10,1,3,201809,1,20000000,54200,0
70035,5486,2,일반저축,199809,24209,3,1,B,200309,1,4099379,100000,0
70036,6883,1,보장,199809,28184,10,1,2,201809,1,20000000,23800,0
70037,2298,1,보장,199809,23488,10,1,B,201309,1,20000000,33500,0
70038,11995,2,보장,199809,26435,10,1,2,203709,1,20000000,45900,0
70039,3712,2,어린이,199809,24264,10,1,B,201509,1,10000000,32900,0
70040,9943,1,일반저축,199809,28286,3,1,B,200309,1,10000000,241500,0
70041,9943,1,보장,199809,28286,10,1,2,201809,1,18000000,41420,0
70042,49,1,암,199809,26475,10,1,B,202809,1,20001000,86403,0
70043,2300,1,일반연금,199809,28379,10,1,B,999912,1,14000000,700000,0
70044,19155,1,암,199809,27260,48,1,B,204609,1,30000000,19000,0
70045,9839,1,암,199809,25296,15,1,B,204009,1,20000000,30200,0
70046,20661,1,보장,199809,20413,10,1,B,202809,1,20000000,55700,0
70047,20661,1,보장,199809,20413,10,1,B,201809,1,20000000,26900,0
70048,7775,1,암,199809,21726,10,1,B,205409,1,20000000,34000,0
70049,26,0,보장,199809,26772,10,1,2,202809,1,20000000,48100,0
70050,8070,2,어린이,199809,23053,10,1,A,201409,1,10000000,34700,0
70051,4954,1,보장,199809,23055,5,1,B,201809,1,17000000,53560,0
70052,5394,0,어린이,199809,25463,10,1,B,201409,1,5000000,16750,0
70053,2346,1,일반연금,199809,28826,15,1,B,999912,1,25000000,147650,0
70054,2346,1,보장,199809,28826,10,1,B,202909,1,20000000,48100,0
70055,4610,0,보장,199809,28874,10,1,C,201809,1,10174825,30000,0
70056,10332,21,보장,199809,21760,10,1,B,200809,1,20000000,65400,0
70057,11270,0,어린이,199809,21780,9,1,A,200709,1,10000000,59900,0
70058,21270,2,보장,199809,27047,5,1,B,204609,1,26500000,39300,0
70059,11650,1,일반저축,199809,29139,2,1,J,200009,1,4800000,200000,0
70060,6771,0,보장,199809,22186,5,1,E,200509,1,10000000,58300,0
70061,14810,21,보장,199809,29384,5,1,B,201809,1,20000000,37900,0
70062,2664,1,일반저축,199809,4,2,1,B,200009,1,2400000,100000,0
70063,930,1,보장,199809,27706,5,1,B,201809,1,10000000,23000,0
70064,20967,1,보장,199809,27758,10,1,B,201809,1,20000000,41700,0
70065,5255,1,보장,199809,27956,10,1,2,201809,1,20000000,53400,0
70066,15956,1,보장,199809,28024,15,1,2,202209,1,20000000,60400,0
70067,2240,1,일반저축,199809,24197,0,1,B,200309,0,5000000,5000000,0
70068,4871,2,보장,199809,28043,10,1,B,201809,1,20000000,76300,0
70069,876,1,교육,199809,23570,10,1,B,202011,1,22000000,112640,0
70070,4555,1,일반연금,199809,26426,10,1,E,999912,1,7000000,277083,0
70071,4699,0,보장,199809,23668,10,1,B,201809,1,20000000,46500,0
70072,7100,1,보장,199809,27163,15,1,B,201709,1,10000000,30700,0
70073,20286,0,일반저축,199809,26229,5,1,B,200309,1,17000000,135650,0
70074,18983,1,일반연금,199809,27913,10,1,B,999912,1,42500000,110400,0
70075,16964,21,보장,199809,27919,5,1,B,201809,1,20000000,49800,0
70076,2498,1,보장,199809,28113,15,1,B,201609,1,15000000,60300,0
70077,13479,1,보장,199809,23567,5,1,B,201709,1,12000000,18240,0
70078,3719,2,어린이,199809,22365,5,1,2,202209,1,10000000,48600,0
